Product_ID,Product_Name,Category,Price,Brand
101,Cotton Vest,Clothing,103.02,Brand B
102,Wool Shirt,Footwear,238.42,Brand F
103,Cotton Coat,Electronics,519.06,Brand A
104,Cotton Pants,Clothing,51.66,Brand B
105,Cotton Pants,Electronics,140.66,Brand F
106,Nylon Pants,Electronics,520.78,Brand D
107,Leather Shirt,Electronics,114.41,Brand G
108,Nylon Vest,Footwear,242.93,Brand C
109,Wool Vest,Footwear,210.62,Brand A
110,Nylon Shirt,Clothing,64.9,Brand C
111,Leather Shirt,Outerwear,57.73,Brand F
112,Cotton Coat,Accessories,58.1,Brand A
113,Leather Vest,Electronics,467.33,Brand E
114,Cotton Shirt,Footwear,116.51,Brand F
115,Leather Shirt,Footwear,83.44,Brand G
116,Cotton Coat,Footwear,158.79,Brand C
117,Leather Pants,Accessories,47.78,Brand C
118,Wool Vest,Outerwear,83.65,Brand F
119,Wool Pants,Clothing,101.1,Brand B
120,Nylon Vest,Accessories,122.18,Brand F
121,Wool Vest,Electronics,239.77,Brand G
122,Wool Shirt,Clothing,135.85,Brand G
123,Nylon Vest,Outerwear,154.22,Brand A
124,Leather Pants,Footwear,25.92,Brand F
125,Nylon Coat,Accessories,157.77,Brand B
126,Wool Pants,Outerwear,55.07,Brand F
127,Leather Coat,Electronics,764.22,Brand E
128,Leather Pants,Accessories,241.92,Brand B
129,Nylon Shirt,Electronics,313.23,Brand G
130,Cotton Pants,Clothing,37.95,Brand F
131,Nylon Shirt,Footwear,175.79,Brand D
132,Nylon Vest,Accessories,118.44,Brand E
133,Cotton Vest,Clothing,43.68,Brand G
134,Cotton Vest,Outerwear,131.37,Brand D
135,Nylon Shirt,Footwear,23.08,Brand F
136,Wool Shirt,Outerwear,228.69,Brand G
137,Wool Pants,Outerwear,75.81,Brand C
138,Cotton Vest,Footwear,170.69,Brand D
139,Cotton Vest,Clothing,88.25,Brand G
140,Wool Shirt,Outerwear,137.22,Brand B
141,Cotton Shirt,Electronics,229.4,Brand F
142,Cotton Pants,Accessories,242.85,Brand B
143,Wool Vest,Accessories,197.16,Brand E
144,Nylon Pants,Electronics,726.38,Brand E
145,Leather Coat,Footwear,155.51,Brand F
146,Nylon Coat,Outerwear,231.64,Brand A
147,Wool Shirt,Footwear,35.8,Brand C
148,Wool Pants,Clothing,61.06,Brand A
149,Cotton Pants,Clothing,25.63,Brand A
150,Leather Shirt,Clothing,91.45,Brand E
